iter	Logloss
302	0.6071008046
303	0.6070719242
304	0.6070536486
305	0.6070133845
306	0.606990598
307	0.6069550514
308	0.6069064999
309	0.6068797525
310	0.6068013
311	0.6067735926
312	0.6067215316
313	0.6066812929
314	0.606633234
315	0.6066128508
316	0.6065617847
317	0.6064804522
318	0.6064526494
319	0.6063739777
320	0.6063320033
321	0.6062995338
322	0.6062753836
323	0.6062523683
324	0.6062289206
325	0.6061700694
326	0.6061381213
327	0.6061040338
328	0.6060788218
329	0.6060637887
330	0.6060429986
331	0.6060070324
332	0.6059176191
333	0.6058585199
334	0.6058347797
335	0.6057817777
336	0.6057069206
337	0.605670236
338	0.6056568877
339	0.6056307793
340	0.6055860488
341	0.6055261358
342	0.60550608
343	0.6054657396
344	0.6054491266
345	0.6054113706
346	0.6053579044
347	0.6053359954
348	0.605298818
349	0.6052847036
350	0.6052092934
351	0.6051152897
352	0.6050939719
353	0.6050250562
354	0.6049936199
355	0.6049833965
356	0.6049450302
357	0.6049344381
358	0.6048576228
359	0.6048420906
360	0.6047912343
361	0.6047575315
362	0.6046926467
363	0.6046782907
364	0.6046455828
365	0.6046041298
366	0.6045327822
367	0.6045178
368	0.6044898669
369	0.6044354788
370	0.6043927924
371	0.6043605423
372	0.6043232632
373	0.6042724641
374	0.6042424647
375	0.6042155679
376	0.6041980712
377	0.6041799609
378	0.6041276932
379	0.6041182486
380	0.6040931924
381	0.604058218
382	0.6040379461
383	0.6040256977
384	0.6039783986
385	0.6039444701
386	0.6039018281
387	0.6038783455
388	0.6038492171
389	0.6038205942
390	0.6037383207
391	0.6037161064
392	0.6037083022
393	0.6036914062
394	0.6036398411
395	0.6036059189
396	0.6035311667
397	0.6034341335
398	0.603387963
399	0.6033618482
400	0.6033120473
401	0.6032967408
402	0.6032667224
403	0.6032475058
404	0.6031891155
405	0.6031251367
406	0.6031077067
407	0.6030852731
408	0.603029089
409	0.6029553795
410	0.60294432
411	0.6029290613
412	0.602867705
413	0.6028506056
414	0.6028295771
415	0.6028177993
416	0.6027572155
417	0.602747488
418	0.6027356879
419	0.6027125772
420	0.6026554076
421	0.6026343346
422	0.6025811895
423	0.6025195217
424	0.60249252
425	0.6024233246
426	0.6024109459
427	0.6023961322
428	0.6023568471
429	0.6023303699
430	0.6022859573
431	0.6022417418
432	0.6022128455
433	0.6021937402
434	0.6021622531
435	0.6021422323
436	0.6021190834
437	0.6020829105
438	0.6020557054
439	0.6020379639
440	0.6019966666
441	0.6019573116
442	0.6019364007
443	0.6019188309
444	0.6018931262
445	0.6018512917
446	0.6018410142
447	0.6017982133
448	0.6017515945
449	0.6017117818
450	0.6017011197
451	0.6016717211
452	0.6016297213
453	0.6015818055
454	0.6015618102
455	0.6015382322
456	0.6015255928
457	0.6015120665
458	0.6014849917
459	0.6014386876
460	0.6014166355
461	0.6013676294
462	0.6013418388
463	0.601311566
464	0.6012979317
465	0.6012707869
466	0.6012103335
467	0.6011858368
468	0.6011649323
469	0.6011348597
470	0.6011162885
471	0.6011031818
472	0.6010584927
473	0.601046505
474	0.6010269801
475	0.6009803867
476	0.6009251912
477	0.6008885956
478	0.6008305073
479	0.6007995892
480	0.600768048
481	0.6007271036
482	0.600707833
483	0.6006763426
484	0.600626332
485	0.6005682977
486	0.6005323823
487	0.6005175718
488	0.6004919974
489	0.6004741351
490	0.6004468314
491	0.6004239845
492	0.6003909461
493	0.600376606
494	0.6003474363
495	0.6003294341
496	0.6002832413
497	0.6002615039
498	0.600218207
499	0.600203975
500	0.6001871014
501	0.600163908
502	0.6001143328
503	0.6000869306
504	0.6000673485
505	0.6000256602
506	0.5999975522
507	0.5999691931
508	0.5999348736
509	0.5999000676
510	0.5998861917
511	0.5998250389
512	0.5997870763
513	0.5997761536
514	0.5997562377
515	0.5997407532
516	0.5997154045
517	0.599705197
518	0.5996789646
519	0.5996629969
520	0.5996243668
521	0.5995929654
522	0.5995701853
523	0.5995646063
524	0.5995420361
525	0.5995114772
526	0.5994894981
527	0.5994787184
528	0.5994422499
529	0.5994294802
530	0.5993990803
531	0.5993704859
532	0.5993310579
533	0.5993053436
534	0.5992386627
535	0.5992151324
536	0.5991920439
537	0.5991773001
538	0.5991604582
539	0.5991380914
540	0.599123834
541	0.5991139603
542	0.5990744241
543	0.5990448888
544	0.599028368
545	0.5990002219
546	0.5989659214
547	0.5989530023
548	0.5989402072
549	0.5989026165
550	0.5988811556
551	0.5988667901
552	0.5988551998
553	0.5988462289
554	0.5988028272
555	0.5987933668
556	0.5987617048
557	0.5987430382
558	0.5987250741
559	0.598711071
560	0.598698988
561	0.598674434
562	0.5986614768
563	0.598629605
564	0.5986134561
565	0.5985855071
566	0.5985714404
567	0.5985537529
568	0.5985370477
569	0.5985211627
570	0.5985114352
571	0.5984887218
572	0.5984414927
573	0.5983972422
574	0.5983624363
575	0.5983305581
576	0.5983129724
577	0.5982935206
578	0.598275245
579	0.5982537079
580	0.59822855
581	0.5981922563
582	0.5981716156
583	0.598165617
584	0.598136212
585	0.5980905787
586	0.5980827586
587	0.5980661869
588	0.5980319913
589	0.5980129782
590	0.5979808235
591	0.5979636478
592	0.5979343891
593	0.5978942998
594	0.597886219
595	0.5978590997
596	0.5978412342
597	0.5977988529
598	0.5977816868
599	0.5977433332
600	0.5977324454
601	0.5977103043
602	0.5976751932
603	0.5976568158
604	0.5976217937
605	0.5976019287
606	0.5975890223
607	0.5975698058
608	0.5975637945
609	0.5975449149
610	0.5975332578
611	0.5975260989
612	0.5975194804
613	0.5975015926
614	0.5974867757
615	0.5974808852
616	0.5974418704
617	0.5974324226
618	0.5974161021
619	0.5973884614
620	0.597375838
621	0.5973648548
622	0.5973414389
623	0.5973247147
624	0.5972939555
625	0.597264061
626	0.5972337023
627	0.5972189649
628	0.5972106393
629	0.5971874269
630	0.5971719011
631	0.5971570365
632	0.5971418126
633	0.597131141
634	0.5971090476
635	0.5970900599
636	0.5970736694
637	0.5970581849
638	0.5970515919
639	0.5970383231
640	0.5970277945
641	0.5970179017
642	0.5969931285
643	0.5969822152
644	0.5969476954
645	0.5969405429
646	0.5969143359
647	0.5969041443
648	0.5968878969
649	0.5968640614
650	0.5968379688
651	0.5968129889
652	0.5968001239
653	0.5967845758
654	0.5967804782
655	0.5967610709
656	0.5967385515
657	0.5967151292
658	0.5967105675
659	0.5966926479
660	0.5966732184
661	0.5966571204
662	0.5966262182
663	0.5966119703
664	0.5966021919
665	0.5965894222
666	0.5965727266
667	0.5965640863
668	0.5965470664
669	0.5965195084
670	0.5965065193
671	0.5964643764
672	0.5964530373
673	0.596427002
674	0.5964188226
675	0.5964053822
676	0.5963936742
677	0.5963804086
678	0.5963543733
679	0.5963472239
680	0.5963379542
681	0.5963173517
682	0.5963067436
683	0.5963004049
684	0.5962790012
685	0.596252861
686	0.5962313557
687	0.5962173112
688	0.5962085056
689	0.5961904716
690	0.59616738
691	0.5961545912
692	0.5961189175
693	0.596091458
694	0.5960868772
695	0.5960820484
696	0.596067915
697	0.5960602601
698	0.5960490513
699	0.5960271231
700	0.5960069052
701	0.5959913476
702	0.5959696007
703	0.5959430027
704	0.5959235732
705	0.5959124502
706	0.5958682537
707	0.5958593941
708	0.5958439414
709	0.5958354918
710	0.5958189996
711	0.5958012962
712	0.595766023
713	0.5957554913
714	0.5957371712
715	0.59571455
716	0.5956937853
717	0.5956779544
718	0.5956522751
719	0.5956447665
720	0.5956338978
721	0.5955924638
722	0.5955861727
723	0.595567522
724	0.5955476316
725	0.5955098597
726	0.595501833
727	0.595474205
728	0.5954511865
729	0.5954264228
730	0.595421861
731	0.5954095745
732	0.5953946463
733	0.5953813235
734	0.5953780937
735	0.5953636519
736	0.5953509394
737	0.5953394572
738	0.5953150272
739	0.595309089
740	0.5952859624
741	0.5952685642
742	0.595248909
743	0.5952187761
744	0.5952014955
745	0.595185709
746	0.5951672236
747	0.5951356347
748	0.5951119804
749	0.5951049805
750	0.595094169
751	0.5950610224
752	0.5950485643
753	0.5950225608
754	0.5950136598
755	0.5950018565
756	0.5949940681
757	0.5949802939
758	0.5949538199
759	0.594935147
760	0.5949179745
761	0.5948972829
762	0.5948812612
763	0.5948636182
764	0.5948479716
765	0.594828968
766	0.5948092111
767	0.594780461
768	0.5947742367
769	0.5947497463
770	0.5947315502
771	0.5947021707
772	0.5946737162
773	0.5946632576
774	0.5946512922
775	0.5946423181
776	0.5946190421
777	0.5945957979
778	0.5945824973
779	0.5945738538
780	0.5945635859
781	0.5945340316
782	0.5945088991
783	0.5944906171
784	0.5944855626
785	0.5944776249
786	0.5944626617
787	0.594444987
788	0.5944363149
789	0.5944191583
790	0.5944066683
791	0.5943937365
792	0.5943817012
793	0.5943691444
794	0.5943603134
795	0.5943399111
796	0.5943342304
797	0.5943218962
798	0.5943083636
799	0.5942909845
800	0.594284935
801	0.5942696985
802	0.5942486572
803	0.5942372926
804	0.594225769
805	0.5942105039
806	0.5942041969
807	0.5941865635
808	0.5941758315
809	0.5941560205
810	0.594149065
811	0.5941347853
812	0.5941196219
813	0.5941129367
814	0.5940899213
815	0.5940839799
816	0.5940715504
817	0.5940609709
818	0.5940494569
819	0.5940226841
820	0.5940007401
821	0.5939899953
822	0.5939777184
823	0.5939720662
824	0.59396547
825	0.5939357376
826	0.5939308357
827	0.5939115111
828	0.5939035638
829	0.5939001528
830	0.5938876947
831	0.5938680331
832	0.5938498465
833	0.5938432948
834	0.593827432
835	0.593821125
836	0.5938139407
837	0.5937915484
838	0.5937839222
839	0.5937636026
840	0.5937559636
841	0.5937386195
842	0.5937289047
843	0.5937262567
844	0.5937145964
845	0.5937049707
846	0.5936802896
847	0.593675607
848	0.5936626053
849	0.5936553733
850	0.5936404832
851	0.593621947
852	0.5936087259
853	0.5935990683
854	0.5935926278
855	0.5935846837
856	0.5935730108
857	0.5935624059
858	0.5935464478
859	0.5935382175
860	0.5935241699
861	0.5935163212
862	0.593505408
863	0.59349569
864	0.5934890207
865	0.5934751415
866	0.593469677
867	0.5934635894
868	0.5934573046
869	0.5934506385
870	0.5934217485
871	0.59341012
872	0.593406299
873	0.5933981419
874	0.5933847491
875	0.5933637555
876	0.5933573596
877	0.5933525372
878	0.5933441671
879	0.5933347225
880	0.5933252843
881	0.5933165932
882	0.5933046722
883	0.5932978249
884	0.5932918231
885	0.5932840252
886	0.5932744376
887	0.593259484
888	0.5932574749
889	0.5932502906
890	0.5932415517
891	0.5932340717
892	0.5931999874
893	0.593182745
894	0.5931710625
895	0.5931556161
896	0.5931485653
897	0.5931438732
898	0.593116738
899	0.5931069215
900	0.5930994829
901	0.5930893707
902	0.5930758127
903	0.5930676015
904	0.5930575657
905	0.5930358823
906	0.5930233256
907	0.5930117448
908	0.5930010955
909	0.5929919084
910	0.592983977
911	0.5929742018
912	0.5929648272
913	0.5929451307
914	0.5929365063
915	0.592931935
916	0.5929193878
917	0.5929113833
918	0.5928928089
919	0.5928768476
920	0.5928709443
921	0.5928622405
922	0.5928494898
923	0.5928387419
924	0.5928294563
925	0.5928214169
926	0.5928149414
927	0.5927991231
928	0.5927851709
929	0.5927701092
930	0.5927529144
931	0.5927289295
932	0.5927197011
933	0.5927068933
934	0.5926999092
935	0.5926928584
936	0.5926916122
937	0.5926812394
938	0.5926721223
939	0.5926494217
940	0.5926405589
941	0.5926352882
942	0.592610178
943	0.5926040236
944	0.5925962003
945	0.592579422
946	0.5925729529
947	0.5925616709
948	0.592555809
949	0.5925381088
950	0.592533404
951	0.592518177
952	0.5925063165
953	0.5925028483
954	0.5924845791
955	0.5924707826
956	0.5924641069
957	0.5924500593
958	0.5924390539
959	0.592434543
960	0.5924247297
961	0.5924213473
962	0.5924121412
963	0.5924055386
964	0.5924012438
965	0.5923934937
966	0.5923851395
967	0.5923775832
968	0.5923741595
969	0.5923692385
970	0.5923634561
971	0.5923485216
972	0.5923286215
973	0.5923204454
974	0.592315499
975	0.592305816
976	0.592303772
977	0.5922964223
978	0.592282966
979	0.5922706032
980	0.5922594166
981	0.592252264
982	0.5922383944
983	0.5922248586
984	0.5922137133
985	0.5922039286
986	0.5921977743
987	0.592182188
988	0.5921717326
989	0.5921647231
990	0.5921538734
991	0.5921490637
992	0.5921415138
993	0.5921288141
994	0.5921252378
995	0.5921205362
996	0.5921109613
997	0.5921017202
998	0.592091643
999	0.5920848306
